Title,Artist,Album Cover URL,Slug,Song Link
C U Girl,Steve Lacy,https://i.scdn.co/image/ab67616d0000b273447d52024a6ac588ad418ae5,c-u-girl,https://open.spotify.com/track/6FBzhcfgGacfXF3AmtfEaX
Always,Daniel Caesar,https://i.scdn.co/image/ab67616d0000b273e242f18dafe885fcf425fe1f,always,https://open.spotify.com/track/71XJNtOdwmL1UWOQQvsKoH
ROLLING STONE,Brent Faiyaz,https://i.scdn.co/image/ab67616d0000b27369f63a842ea91ca7c522593a,rolling-stone,https://open.spotify.com/track/0e0JshRej2NwT7jahEmv52
Who Hurt You?,Daniel Caesar,https://i.scdn.co/image/ab67616d0000b27313ab3821b8143ab08cab5021,who-hurt-you,https://open.spotify.com/track/3fX3N9yUo3hNatc2BbJDLs
Congratulations (feat. Bilal),"Mac Miller, Bilal",https://i.scdn.co/image/ab67616d0000b2732e92f776279eaf45d14a33fd,congratulations-feat-bilal,https://open.spotify.com/track/1OubIZ0ARYCUq5kceYUQiO
In Love,Aaron May,https://i.scdn.co/image/ab67616d0000b27353c7a0c956286b6a39185af4,in-love,https://open.spotify.com/track/4Sp4AgLbWeqddzY7DNhJFv
BURN,"¥$, Kanye West, Ty Dolla $ign",https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,burn,https://open.spotify.com/track/04CyMEHliadfQWMUJb1w99
Feel It (From “Invincible”),d4vd,https://i.scdn.co/image/ab67616d0000b273a9da992c2ef398245027d654,feel-it-from-invincible,https://open.spotify.com/track/3SAga35lAPYdjj3qyfEsCF
Invincible,Aminé,https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f,invincible,https://open.spotify.com/track/6VS7wKwtvL2FvTupYSWZ9e
c l o s e,J. Cole,https://i.scdn.co/image/ab67616d0000b27310e6745bb2f179dd3616b85f,c-l-o-s-e,https://open.spotify.com/track/4YiY551vHi6glMtgVxuqAy
Attention,Malcolm Todd,https://i.scdn.co/image/ab67616d0000b273436145513f91113c10292b12,attention,https://open.spotify.com/track/4YL3I7JjXiS0p8GpCestbv
Still Your Best,GIVĒON,https://i.scdn.co/image/ab67616d0000b27304db0c2be4abbe7a085e5675,still-your-best,https://open.spotify.com/track/6qvtoU0gbkaOcTx6mnVDgV
They Don't Love It,Jack Harlow,https://i.scdn.co/image/ab67616d0000b273476513434478fcdd4a6b2f6e,they-don-t-love-it,https://open.spotify.com/track/2dSKFFNoNXKo3hPnlwUdPe
From The Start,Laufey,https://i.scdn.co/image/ab67616d0000b27374c732f8aa0e0ccbb3d17d96,from-the-start,https://open.spotify.com/track/43iIQbw5hx986dUEZbr3eN
Not You Too (feat. Chris Brown),"Drake, Chris Brown",https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,not-you-too-feat-chris-brown,https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi
Poison,Brent Faiyaz,https://i.scdn.co/image/ab67616d0000b2731a0d446b811ad07512eb19df,poison,https://open.spotify.com/track/5NijSs5dAwaIybq1GaRTIe
drive ME crazy!,"Lil Yachty, Diana Gordon",https://i.scdn.co/image/ab67616d0000b2736f578b21bce56056473da7e6,drive-me-crazy,https://open.spotify.com/track/6luBKkFUt5wTwz7hpLhp12
Lady,Avenoir,https://i.scdn.co/image/ab67616d0000b2733d3eeb7465eff5f4b0950b66,lady,https://open.spotify.com/track/1aeRSlCn1EF7f5q7b5l6uu
Roommates,Malcolm Todd,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,roommates,https://open.spotify.com/track/5vPUv0xziXbV4lnWeVNXNq
Baby Blue (Feat. Norwill Simmonds),"Daniel Caesar, Norwill Simmonds",https://i.scdn.co/image/ab67616d0000b2730ccc33be97f232dca7cc6c20,baby-blue-feat-norwill-simmonds,https://open.spotify.com/track/0ehUyxmxilVK6Wtr1JWXFo
Ipanema,"Still Woozy, Omar Apollo, Elujay",https://i.scdn.co/image/ab67616d0000b273dfe0edd0bc3902eb0b0e81b5,ipanema,https://open.spotify.com/track/0phxK01nh2jkPnYe9wLfdO
NOKIA,Drake,https://i.scdn.co/image/ab67616d0000b273b5a28a256eae6dc0424fef59,nokia,https://open.spotify.com/track/2u9S9JJ6hTZS3Vf22HOZKg
Is This Love To You,Bryant Barnes,https://i.scdn.co/image/ab67616d0000b27341a1946f71c6704dccecb971,is-this-love-to-you,https://open.spotify.com/track/2ncHgB3JjvnY4YcoMo8tGl
Crashing (with Kali Uchis),"d4vd, Kali Uchis",https://i.scdn.co/image/ab67616d0000b27301dd89f20e843a01a15029f9,crashing-with-kali-uchis,https://open.spotify.com/track/1gF0PLU5hpA4xmqeEJAElw
Window,Still Woozy,https://i.scdn.co/image/ab67616d0000b273178df9e236187d6f1e710f5f,window,https://open.spotify.com/track/42Fm8hxhh8i0Zx0Si7XIxd
Favorite Lie,Lil Tecca,https://i.scdn.co/image/ab67616d0000b27386c8cd0e15776fa1e18715ec,favorite-lie,https://open.spotify.com/track/5KEixB30VO3hb8etUPkMEq
